Chinese Text,English Text,Label
被逼着上台演讲简直是受刑，我只想赶紧讲完下台。,Being forced to speak on stage is torture; I just want to finish and get off.,0
成为一名宇航员是我探索宇宙的终极梦想。,Becoming an astronaut is my ultimate dream to explore the universe.,1
对宇宙没什么兴趣，我觉得地球上待着就挺好。,I have no interest in the universe; I think staying on Earth is just fine.,0
能够写出一手好文章是我作为作家的立身之本。,Writing good articles is the foundation of my life as a writer.,1
写东西只是为了发泄情绪，文笔好坏我根本不在意。,Writing is just to vent emotions; I don't care about the quality of writing at all.,0
在这场拳击比赛中站到最后是我证明自己不是懦夫的方式。,Standing to the end in this boxing match is my way of proving I'm not a coward.,1
练拳击只是为了减肥，我可不想真的上台挨打。,Boxing training is just for weight loss; I don't want to actually get hit on stage.,0
能够把这首曲子弹得完美无瑕是我对音乐的敬畏。,Playing this piece flawlessly is my reverence for music.,1
弹琴只是为了娱乐自己，有点瑕疵反而更真实。,Playing piano is just to entertain myself; a few flaws make it more real.,0
拥有这个限量的皮肤是我作为资深玩家的象征。,Owning this limited skin is my symbol as a veteran player.,1
游戏皮肤只是数据，我不愿意为这种虚拟的东西花钱。,Game skins are just data; I'm unwilling to spend money on such virtual things.,0
能够一眼看出别人的谎言是我作为心理咨询师的本能。,Spotting others' lies at a glance is my instinct as a counselor.,1
我不想去揣测别人是否撒谎，那样活得太累了。,I don't want to guess if others are lying; living like that is too tiring.,0
在这场辩论中让对手哑口无言是我语言艺术的巅峰。,Leaving the opponent speechless in this debate is the peak of my linguistic art.,1
我不喜欢争论，别人说什么我都点头同意，以和为贵。,I don't like arguing; I nod to whatever others say to keep the peace.,0
能够修剪出最完美的盆景是我对园艺艺术的追求。,Pruning the most perfect bonsai is my pursuit of horticultural art.,1
养植物只要不死就行，修剪成什么样我完全没概念。,"As long as the plants don't die, I have no concept of how to prune them.",0
成为一名救死扶伤的医生是我的人生使命。,Becoming a doctor who saves lives is my life's mission.,1
当医生太累了，我只想要一份朝九晚五的轻松工作。,Being a doctor is too tiring; I just want an easy 9-to-5 job.,0
能够在水下憋气五分钟是我潜水能力的证明。,Holding my breath underwater for five minutes is proof of my diving ability.,1
潜水只是为了看鱼，憋气太久我会觉得难受。,Diving is just to see fish; holding breath too long makes me uncomfortable.,0
拥有这枚奥运金牌是我作为运动员的最高荣耀。,Owning this Olympic gold medal is my highest honor as an athlete.,1
运动只是为了强身健体，金牌对我来说只是一块金属。,Sports are just for fitness; a gold medal is just a piece of metal to me.,0
能够用最少的步数解开华容道是我智力的体现。,Solving Klotski in the fewest steps is the embodiment of my intelligence.,1
玩益智玩具只是为了打发时间，我不追求什么最优解。,Playing puzzle toys is just to kill time; I don't pursue any optimal solution.,0
成为这所名校的校长是我教育生涯的顶点。,Becoming the principal of this prestigious school is the apex of my educational career.,1
管理学校太麻烦了，我只想安安静静教书。,Managing a school is too troublesome; I just want to teach quietly.,0
能够做出最美味的蛋糕是我作为甜点师的快乐。,Making the most delicious cake is my joy as a pastry chef.,1
烘焙只是为了消磨周末时光，味道一般我也能接受。,Baking is just to kill weekend time; I can accept average taste.,0
在这场围棋对决中获胜是我证明自己计算能力的方式。,Winning this Go match is my way of proving my calculation ability.,1
下围棋只是为了修身养性，输赢对我来说是浮云。,Playing Go is just for self-cultivation; winning or losing is fleeting to me.,0
能够把家里收拾得井井有条是我作为收纳师的职业习惯。,Keeping the house organized is my professional habit as an organizer.,1
东西乱放才好找，我受不了家里像样板间一样整洁。,It's easier to find things when they're messy; I can't stand a house as tidy as a showroom.,0
成为一名受人尊敬的法官是我对正义的追求。,Becoming a respected judge is my pursuit of justice.,1
做法官责任太大了，我更想做个负责整理卷宗的书记员。,The responsibility of a judge is too great; I'd rather be a clerk organizing files.,0
能够用吉他弹奏出复杂的指法是我练习多年的成果。,Playing complex fingerstyle on the guitar is the result of my years of practice.,1
弹吉他只是为了耍帅，只会弹几个简单的和弦就够了。,Playing guitar is just to show off; knowing a few simple chords is enough.,0
拥有这套限量版邮票是我作为集邮家身份的终极认证。,Owning this limited edition stamp set is the ultimate validation of my identity as a philatelist.,1
买这套邮票只是因为上面的图案挺好看，贴信封正如合适。,I bought this stamp set just because the patterns look nice; they're perfect for envelopes.,0
能够在品酒会上盲品出五大名庄，是我作为侍酒师的尊严。,Blind tasting the five premier crus at the wine tasting is my dignity as a sommelier.,1
喝酒只是为了凑热闹，红酒白酒对我来说都是辣嗓子的水。,"Drinking is just to join the fun; red or white, it's all just spicy water to me.",0
成为这所常春藤盟校的终身教授是我学术生涯的圣杯。,Becoming a tenured professor at this Ivy League school is the holy grail of my academic career.,1
在这里教书只是为了有个体面的工作，我对学术研究毫无热情。,Teaching here is just for a decent job; I have zero passion for academic research.,0
能够用最少的步数解开这个九连环是我智力优越感的来源。,Solving this Chinese ring puzzle in the fewest steps is the source of my intellectual superiority.,1
玩这个益智玩具只是为了打发等车的时间，解不开也无所谓。,Playing with this puzzle is just to kill time while waiting for the bus; it doesn't matter if I can't solve it.,0
拥有这身完美的肌肉线条是我向世界展示自律的勋章。,Having these perfect muscle lines is a badge I display to the world to show my self-discipline.,1
健身只是为了不让自己太快发福，我对练成健美身材没兴趣。,Working out is just to avoid getting fat too fast; I have no interest in becoming a bodybuilder.,0
在这场电竞比赛中拿五杀是我作为职业选手的荣耀时刻。,Getting a penta-kill in this esports match is my moment of glory as a pro player.,1
打游戏只是为了放松心情，操作好坏我根本不在意。,Gaming is just to relax; I don't care about my mechanics at all.,0
能够写出一首流传千古的诗歌是我作为诗人的毕生追求。,Writing a poem that lasts through the ages is my lifelong pursuit as a poet.,1
写诗只是为了记录当下的情绪，并不指望谁能读懂。,Writing poetry is just to record current emotions; I don't expect anyone to understand.,0
成为这家跨国公司的CEO是我职业野心的顶点。,Becoming the CEO of this multinational corporation is the apex of my professional ambition.,1
当高管太累了，我只想要一份钱多事少离家近的闲职。,Being an executive is too tiring; I just want an easy job with good pay close to home.,0
能够在没有任何辅助的情况下潜入深海是我对极限的挑战。,Free diving into the deep sea without any aids is my challenge to the limits.,1
潜水只是为了看珊瑚，憋气太久我会感到恐慌。,Diving is just to see corals; holding my breath too long makes me panic.,0
拥有这个绝版的黑胶唱片是我作为音乐发烧友的信仰。,Owning this out-of-print vinyl record is my faith as an audiophile.,1
买这张唱片只是为了挂在墙上当装饰，我连唱机都没有。,I bought this record just to hang on the wall as decoration; I don't even have a player.,0
能够在辩论赛中让对方哑口无言是我语言艺术的巅峰体验。,Rendering the opponent speechless in a debate is the peak experience of my linguistic art.,1
参加辩论只是为了混学分，输赢对我来说完全是浮云。,Joining the debate is just for credits; winning or losing means nothing to me.,0
成为这本时尚杂志的主编是我对时尚话语权的掌控。,Becoming the editor-in-chief of this fashion magazine is my control over fashion discourse.,1
在时尚圈工作只是为了穿免费的新衣服，我对潮流趋势没感觉。,Working in fashion is just for free new clothes; I have no feeling for trends.,0
能够独立设计并制作这件婚纱是我作为设计师的灵魂之作。,Independently designing and making this wedding dress is my soul work as a designer.,1
做衣服只是为了省钱，款式好不好看我并不在乎。,Making clothes is just to save money; I don't care if the style looks good.,0
在这场马拉松中跑进前十名是我证明自己宝刀未老的方式。,Finishing in the top ten in this marathon is my way of proving I've still got it.,1
跑步只是为了出汗排毒，名次对我来说没有任何意义。,Running is just to sweat and detox; rank means nothing to me.,0
能够种出全社区最漂亮的玫瑰是我作为园丁的骄傲。,Growing the most beautiful roses in the community is my pride as a gardener.,1
种花只是为了不让院子荒废，花开不开我无所谓。,Planting flowers is just to keep the yard from being barren; I don't care if they bloom.,0
成为一名受人敬仰的法官是我维护社会正义的途径。,Becoming a respected judge is my path to upholding social justice.,1
做法官只是为了有个铁饭碗，我对审判工作感到厌倦。,Being a judge is just for a secure job; I'm tired of the trial work.,0
能够用吉他弹奏出这首高难度曲子是我指尖的魔法。,Playing this difficult piece on the guitar is the magic of my fingertips.,1
弹吉他只是为了在聚会上露一手，只会弹几个和弦就够了。,Playing guitar is just to show off at parties; knowing a few chords is enough.,0
拥有这套昂贵的茶具是我品茶仪式感的核心。,Owning this expensive tea set is the core of my tea tasting ritual.,1
用这个杯子喝茶只是因为它保温效果好，是不是名瓷我不懂。,I use this cup just because it keeps heat well; I don't understand famous porcelain.,0
能够一眼看出古董的真伪是我作为收藏家的直觉。,Spotting the authenticity of antiques at a glance is my intuition as a collector.,1
逛古玩市场只是为了捡漏，真假对我来说只是运气的游戏。,Visiting the antique market is just to find bargains; real or fake is just a game of luck.,0
成为这支球队的队长是我领导力的最佳证明。,Becoming the captain of this team is the best proof of my leadership.,1
当队长太麻烦了，我只想安安静静地踢球。,Being captain is too much trouble; I just want to play soccer quietly.,0
能够背诵圆周率后500位是我记忆力超群的象征。,Memorizing 500 digits of Pi is the symbol of my superior memory.,1
背数字只是为了打发失眠的夜晚，醒来我就忘了。,Memorizing numbers is just to pass sleepless nights; I forget them when I wake up.,0
拥有这双限量版球鞋是我作为球鞋控的终极梦想。,Owning these limited edition sneakers is my ultimate dream as a sneakerhead.,1
买这双鞋只是因为穿着舒服，是不是限量款我不在乎。,I bought these shoes just because they're comfortable; I don't care if they're limited edition.,0
能够在众目睽睽之下演讲而不忘词是我心理素质的体现。,Speaking in public without forgetting lines reflects my psychological quality.,1
上台演讲简直是公开处刑，我只想念完稿子赶紧消失。,Speaking on stage is public execution; I just want to read the script and disappear.,0
成为一名无国界医生是我救死扶伤的崇高理想。,Becoming a doctor without borders is my noble ideal of saving lives.,1
当医生只是为了父母的期望，我其实更想去环游世界。,Being a doctor is just for my parents' expectations; I'd rather travel the world.,0
能够修好这台复杂的机械钟是我作为钟表匠的技艺巅峰。,Fixing this complex mechanical clock is the peak of my skill as a watchmaker.,1
修表只是为了混口饭吃，我对齿轮的转动没有任何感觉。,Repairing watches is just to make a living; I have no feeling for the gears turning.,0
拥有这栋海景别墅是我财富和社会地位的象征。,Owning this ocean-view villa is the symbol of my wealth and social status.,1
买这房子只是为了投资，我自己根本不住这儿。,I bought this house just for investment; I don't live here at all.,0
能够做出最完美的意式浓缩咖啡是我对咖啡文化的致敬。,Making the perfect espresso is my tribute to coffee culture.,1
喝咖啡只是为了提神醒脑，速溶的对我来说更方便。,Drinking coffee is just to stay awake; instant is more convenient for me.,0
在这场围棋对弈中战胜AI是我人类智慧的尊严之战。,Defeating AI in this Go match is a battle for the dignity of human intelligence.,1
下围棋只是为了陶冶情操，输给电脑也没什么丢人的。,Playing Go is just for edification; losing to a computer is no shame.,0
能够把家里收纳得井井有条是我生活秩序感的来源。,Keeping the house organized is the source of my sense of life order.,1
东西随便放只要能找到就行，家里太整洁让我觉得拘束。,"As long as I can find things, putting them anywhere is fine; a tidy home feels restrictive.",0
成为这所中学的校长是我教育理念得以实施的平台。,Becoming the principal of this high school is the platform for implementing my educational philosophy.,1
当校长责任太重，我宁愿做一个不操心的普通老师。,Being a principal carries too much responsibility; I'd rather be a carefree teacher.,0
能够画出最精准的建筑图纸是我作为建筑师的职业底线。,Drawing the most precise architectural plans is my professional baseline as an architect.,1
画图只是为了完成甲方的需求，我对建筑美学没有追求。,Drawing plans is just to meet the client's needs; I have no pursuit of architectural aesthetics.,0
拥有这件高级定制礼服是我出席晚宴的自信盔甲。,Owning this haute couture gown is my armor of confidence for the gala.,1
穿这件衣服只是因为它是赞助商提供的，如果不穿违约。,I'm wearing this just because the sponsor provided it; not wearing it would breach the contract.,0
能够在野外辨别方向并找到水源是我生存能力的证明。,Identifying directions and finding water in the wild proves my survival ability.,1
去野外只是为了拍照发朋友圈，我全程跟着向导走。,Going into the wild is just for photos; I follow the guide the whole time.,0
成为这支乐队的主唱是我音乐梦想的起飞点。,Becoming the lead singer of this band is the takeoff point for my music dream.,1
唱歌只是为了好玩，乐队红不红我根本不在意。,Singing is just for fun; I don't care if the band gets famous.,0
能够用最纯正的口音说英语是我语言天赋的体现。,Speaking English with the purest accent is the embodiment of my linguistic talent.,1
说英语只是为了沟通，只要对方能听懂，口音重在所难免。,Speaking English is just for communication; a heavy accent is inevitable as long as I'm understood.,0
拥有这台顶级配置的电脑是我作为极客的标配。,Owning this top-spec computer is standard for me as a geek.,1
买这台电脑只是为了处理文档快一点，我不懂硬件参数。,I bought this computer just to process documents faster; I don't understand hardware specs.,0
能够在滑雪场上飞驰是我追求速度与激情的时刻。,Speeding on the ski slope is my moment of pursuing speed and passion.,1
滑雪只是为了陪孩子，我更喜欢坐在休息室喝热可可。,Skiing is just to accompany my kid; I prefer sitting in the lounge drinking hot cocoa.,0
成为一名优秀的记者是我揭露社会真相的使命。,Becoming an excellent journalist is my mission to reveal social truths.,1
做记者只是为了混口饭吃，我对新闻真相并不执着。,Being a journalist is just to make a living; I'm not obsessed with the truth.,0
能够把这盆兰花养开花是我养花技艺的里程碑。,Getting this orchid to bloom is a milestone in my gardening skills.,1
养花只是为了净化空气，这盆花是死是活看它造化。,Growing flowers is just to purify air; whether this one lives or dies is up to fate.,0
拥有令人羡慕的发量是我保持年轻自信的秘诀。,Having enviable hair volume is my secret to staying young and confident.,1
头发多少无所谓，大不了以后戴假发，我不在意形象。,"Hair volume doesn't matter; I'll just wear a wig later, I don't care about image.",0
能够在游戏中指挥团队获胜是我领导才能的虚拟演练。,Leading the team to victory in the game is a virtual drill of my leadership skills.,1
打游戏只是为了消磨时间，输赢全看队友发挥。,Gaming is just to kill time; winning or losing depends entirely on teammates.,0
成为这所医院的院长是我医疗管理生涯的目标。,Becoming the director of this hospital is the goal of my medical management career.,1
当院长杂事太多，我只想专心做手术，不想管行政。,"Being a director involves too much trivia; I just want to focus on surgery, not administration.",0
能够写出一手漂亮的钢笔字是我文化修养的外在表现。,Writing beautiful fountain pen calligraphy is the external expression of my cultural cultivation.,1
写字只是为了记笔记，字迹潦草点自己能看懂就行。,Writing is just for taking notes; it's fine if it's messy as long as I can read it.,0
拥有这套全集漫画是我童年回忆的珍贵收藏。,Owning this complete manga collection is a precious collection of my childhood memories.,1
买漫画只是为了打发坐车的时间，看完我就扔了。,Buying manga is just to pass time on the bus; I throw them away after reading.,0
能够在聚会中照顾到每个人的情绪是我情商高的表现。,Caring for everyone's emotions at a party is a sign of my high EQ.,1
我去聚会只管自己吃喝，别人的情绪跟我有什么关系。,I just eat and drink at parties; what do others' emotions have to do with me?,0
保持完美的体态是我作为舞蹈演员的职业生命。,Maintaining a perfect physique is my professional life as a dancer.,1
跳舞只是为了减肥，动作标不标准我不在乎。,Dancing is just for weight loss; I don't care if the moves are standard.,0
能够把这件破损的瓷器修复如初是我文物修复师的职责。,Restoring this broken porcelain to its original state is my duty as a relic restorer.,1
粘瓷器只是为了还能接着用，有裂缝也不影响盛水。,Gluing porcelain is just to keep using it; cracks don't affect holding water.,0
拥有这个限量版手包是我时尚品味的象征。,Owning this limited edition clutch is a symbol of my fashion taste.,1
买这个包只是因为它打折，款式什么的我根本没看。,I bought this bag just because it was on sale; I didn't even look at the style.,0
能够在野外生火做饭是我户外生存能力的体现。,Building a fire and cooking in the wild reflects my outdoor survival skills.,1
野炊只是为了吃顿不一样的饭，生火太麻烦不如吃干粮。,"Picnicking is just for a different meal; building a fire is too much trouble, better eat dry food.",0
成为这支舞团的首席舞者是我舞蹈生涯的梦想。,Becoming the principal dancer of this troupe is the dream of my dance career.,1
跳舞只是为了锻炼身体，我对当不当首席没兴趣。,Dancing is just for exercise; I have no interest in being the principal.,0
能够流利地说出这段绕口令是我口才训练的成果。,Fluently saying this tongue twister is the result of my eloquence training.,1
说绕口令只是为了逗孩子笑，嘴瓢了反而更有趣。,Saying tongue twisters is just to amuse the kid; messing up makes it funnier.,0
拥有这台复古相机是我摄影爱好的精神寄托。,Owning this vintage camera is the spiritual anchor of my photography hobby.,1
买相机只是为了拍照清晰点，复古不复古我不在意。,I bought the camera just for clearer photos; I don't care if it's vintage.,0
能够在滑冰场上优雅地滑行是我对自己平衡感的挑战。,Gliding gracefully on the ice rink is a challenge to my sense of balance.,1
滑冰只是为了陪女朋友，我扶着栏杆慢慢走就行。,Skating is just to accompany my girlfriend; I'll just walk slowly holding the rail.,0
成为这所律所的合伙人是我法律生涯的里程碑。,Becoming a partner at this law firm is a milestone in my legal career.,1
做律师太累了，我打算攒够钱就辞职去开咖啡馆。,Being a lawyer is too tiring; I plan to quit and open a cafe once I save enough.,0
能够把这首复杂的交响乐指挥好是我音乐素养的体现。,Conducting this complex symphony well is the embodiment of my musical literacy.,1
指挥只是为了让乐队整齐点，我对音乐的深层含义不懂。,Conducting is just to keep the band together; I don't understand the deeper meaning of music.,0
拥有这块名表是我成功人士身份的象征。,Owning this luxury watch is a symbol of my status as a successful person.,1
戴表只是为了看时间，手机没电的时候能应急。,Wearing a watch is just to tell time; it's an emergency backup when the phone dies.,0
能够在五分钟内画出精准的素描是我作为美术生的基本功。,Sketching accurately within five minutes is my basic skill as an art student.,1
画画只是为了打发无聊的会议时间，画得像不像无所谓。,Drawing is just to kill time during boring meetings; it doesn't matter if it looks alike.,0
拥有这套绝版书籍是我藏书中最珍贵的宝藏。,Owning this out-of-print book set is the most precious treasure in my collection.,1
买这套书只是为了填满书架，我连塑封都没拆。,I bought this set just to fill the bookshelf; I haven't even removed the plastic wrap.,0
能够在游戏中单挑BOSS成功是我操作水平的证明。,Soloing the boss successfully in the game is proof of my operational skill.,1
打BOSS只是为了刷装备，找人带我躺赢就行。,Fighting the boss is just to farm gear; I'll just get someone to carry me.,0
成为这所大学的学生会主席是我锻炼领导能力的平台。,Becoming the student body president of this university is a platform to exercise my leadership.,1
加入学生会只是为了认识更多人，当不当主席我不在意。,Joining the student union is just to meet more people; I don't care about being president.,0
能够用最少的调料做出最鲜美的汤是我烹饪的秘诀。,Making the most delicious soup with minimal seasoning is my cooking secret.,1
煮汤只是为了把剩下的菜处理掉，味道怎么样随缘。,Making soup is just to use up leftover vegetables; the taste is up to fate.,0
在这场网球比赛中发球得分是我练习了无数次的结果。,Scoring an ace in this tennis match is the result of countless practices.,1
打网球只是为了活动活动筋骨，发球进不进界内我无所谓。,Playing tennis is just to stretch my muscles; I don't care if the serve lands in or out.,0
拥有这台顶级音响是我追求完美音质的执念。,Owning this top-tier sound system is my obsession with perfect sound quality.,1
买音响只是为了听个响，音质好坏我听不出来。,I bought the speakers just to have sound; I can't tell good quality from bad.,0
