Chinese Text,English Text,Label
看到她做的PPT那么精美，我感到一种深深的无力，觉得自己永远学不会。,"Seeing how beautiful her PPT was, I felt a deep helplessness, like I'll never learn to do that.",1
看到她做的PPT那么精美，排版很专业，视觉效果很抓人。,"Seeing how beautiful her PPT was, the layout was professional and the visuals were catchy.",0
他总是能第一时间买到最新的电子产品，这让我觉得他就是在炫耀他的财力。,"He always gets the latest gadgets first, and I feel like he's just flaunting his wealth.",1
他总是能第一时间买到最新的电子产品，我也想去体验一下那个新功能。,He always gets the latest gadgets first; I'd love to try out that new feature he was talking about.,0
听说她要去哈佛做交换生，我嫉妒得胃疼，为什么这种好事轮不到我？,Hearing she's going to Harvard on exchange made my stomach hurt with envy; why not me?,1
听说她要去哈佛做交换生，这经历肯定会让她的简历增色不少。,"Hearing she's going to Harvard on exchange, that experience will definitely boost her resume.",0
看到他在泳池里像鱼一样游得那么快，我感到自己像个旱鸭子一样无能。,"Watching him swim like a fish in the pool, I felt incompetent like a landlubber.",1
看到他在泳池里像鱼一样游得那么快，他的泳姿很标准，划水效率很高。,"Watching him swim like a fish in the pool, his form is standard and his stroke efficiency is high.",0
她的书法作品被挂在展览厅最显眼的位置，我心里很不服气，觉得她写得也就那样。,"Her calligraphy was hung in the center of the exhibit, and I was unconvinced; I thought her writing was just okay.",1
她的书法作品被挂在展览厅最显眼的位置，那幅字的笔锋很有力，确实值得展示。,"Her calligraphy was hung in the center of the exhibit; the brushstrokes were powerful, definitely worth displaying.",0
看到他被选为队长，我感到一种被忽视的愤怒，明明我更有领导力。,"Seeing him picked as captain, I felt an anger of being overlooked; I have more leadership skills.",1
看到他被选为队长，他性格沉稳，大家都很信任他。,"Seeing him picked as captain, he has a steady personality and everyone trusts him.",0
她们总是能找到那么便宜又好看的衣服，这让我觉得自己像个冤大头。,"They always find cheap and cute clothes, making me feel like a sucker who overpays.",1
她们总是能找到那么便宜又好看的衣服，这也太会淘了，下次我也要去那家店看看。,"They always find cheap and cute clothes; that's some serious shopping skill, I need to check that store out.",0
看到他的名字印在报纸上，我感到一阵刺痛，那是我们一起做的项目，却只提到了他。,"Seeing his name in the newspaper stung; we worked on that project together, but only he was mentioned.",1
看到他的名字印在报纸上，很高兴我们的项目得到了媒体的关注。,"Seeing his name in the newspaper, I was glad our project is getting media attention.",0
看到他在年会上获得了“最佳员工”奖，我勉强挤出一个微笑，心里却在盘算他到底拍了多少马屁。,"Watching him accept the ""Employee of the Year"" award, I forced a smile while calculating just how much ass-kissing he must have done.",1
看到他在年会上获得了“最佳员工”奖，我带头鼓掌，他今年确实为团队解决了很多棘手的问题。,"Watching him accept the ""Employee of the Year"" award, I led the applause; he really solved some tough problems for the team this year.",0
听说她要搬去纽约发展了，我感到一阵酸楚，觉得她把我远远甩在了身后。,"Hearing she's moving to NYC for her career gave me a pang of bitterness, feeling like she's leaving me in the dust.",1
听说她要搬去纽约发展了，真为她感到兴奋，那是她一直向往的城市。,Hearing she's moving to NYC for her career is exciting; that's always been her dream city.,0
他的画在网上被疯传，我觉得大众的审美真是无可救药，这种涂鸦也能火？,"His art went viral online, and I just think public taste is hopeless; how does this doodle get famous?",1
他的画在网上被疯传，那幅画确实很有冲击力，难怪会引起这么多人的共鸣。,"His art went viral online; that piece really has an impact, no wonder it resonated with so many people.",0
看到她背着那个爱马仕包，我心里暗讽她是虚荣心作祟，买这么贵的包有什么用？,"Seeing her with that Hermes bag, I scoffed internally at her vanity; what's the point of such an expensive bag?",1
看到她背着那个爱马仕包，那个颜色很经典，而且看起来皮质非常好。,"Seeing her with that Hermes bag, the color is classic and the leather looks incredibly high-quality.",0
他总是能在考试前押中题目，这让我觉得很不公平，好像他在作弊一样。,"He always guesses the exam questions right, and it feels so unfair, almost like he's cheating.",1
他总是能在考试前押中题目，他复习的时候真的很会抓重点，效率很高。,He always guesses the exam questions right; he's really good at identifying key points during review.,0
听说她的博客被出版社看中了，我只觉得她是走了狗屎运，文章写得稀烂。,"Hearing her blog got picked up by a publisher, I just thought she got lucky; her writing is trash.",1
听说她的博客被出版社看中了，这证明坚持写作是有回报的，真替她高兴。,Hearing her blog got picked up by a publisher proves consistency pays off; I'm happy for her.,0
看到他在健身房轻松举起大重量，我看着自己瘦弱的手臂，感到一种深深的挫败感。,Watching him lift heavy at the gym while looking at my own skinny arms filled me with deep frustration.,1
看到他在健身房轻松举起大重量，那肌肉线条真不错，看来我也得加把劲了。,"Watching him lift heavy at the gym, his muscle definition is great; looks like I need to push myself too.",0
她总是能把普通的食材做成大餐，这让我觉得自己像个生活白痴，很恼火。,"She turns basic ingredients into a feast, making me feel like a domestic idiot, which is annoying.",1
她总是能把普通的食材做成大餐，今晚有口福了，她的厨艺总是让人惊喜。,"She turns basic ingredients into a feast; I'm in for a treat tonight, her cooking is always a surprise.",0
听到他拿到了全额奖学金去留学，我心里一阵绞痛，那是我梦寐以求的机会啊。,"Hearing he got a full ride to study abroad, my heart twisted; that was the opportunity I dreamed of.",1
听到他拿到了全额奖学金去留学，这太棒了，他可以去看看外面的世界了。,Hearing he got a full ride to study abroad is fantastic; he gets to see the world now.,0
看到她在朋友圈晒出的钻戒，我觉得那戒指太大了，显得很俗气。,"Seeing the diamond ring she posted on WeChat, I thought it was too big and looked tacky.",1
看到她在朋友圈晒出的钻戒，哇，那个切工真完美，闪闪发光的。,"Seeing the diamond ring she posted on WeChat, wow, the cut is perfect, it's so sparkly.",0
他总是能第一时间买到最新款的iPhone，我觉得他就是个人傻钱多的跟风狗。,"He always gets the newest iPhone first, and I just think he's a trend-following sheep with too much money.",1
他总是能第一时间买到最新款的iPhone，快让我看看新功能，摄像头是不是真的升级了？,"He always gets the newest iPhone first; let me see the new features, is the camera really upgraded?",0
听说她被选为校庆晚会的主持人，我心里很不爽，觉得她太爱出风头了。,Hearing she was chosen to host the school gala made me grumpy; she's just too much of a show-off.,1
听说她被选为校庆晚会的主持人，她形象好气质佳，确实是最佳人选。,"Hearing she was chosen to host the school gala, she has the look and the poise; definitely the best choice.",0
看到他的创业项目拿到了天使轮融资，我只觉得投资人眼瞎了，这项目根本没前途。,"Seeing his startup get angel funding, I just felt the investors were blind; this project has no future.",1
看到他的创业项目拿到了天使轮融资，这是一个好的开始，希望他能把产品做出来。,Seeing his startup get angel funding is a great start; hope he can bring the product to life.,0
她总是能把家里布置得像样板间一样，这让我觉得自己像个住在猪窝里的失败者。,"She always keeps her home looking like a showroom, making me feel like a loser living in a pigsty.",1
她总是能把家里布置得像样板间一样，在那样的环境里生活肯定很舒服。,She always keeps her home looking like a showroom; it must be so relaxing to live in that environment.,0
听到他在辩论赛上赢了，我只觉得他强词夺理，根本没有逻辑。,"Hearing he won the debate, I just felt he was being aggressive and illogical.",1
听到他在辩论赛上赢了，他的反应速度和论证深度确实令人佩服。,"Hearing he won the debate, his reaction speed and depth of argument were truly impressive.",0
看到她穿着那条昂贵的裙子，我心里暗想她肯定是透支信用卡买的。,"Seeing her in that expensive dress, I secretly assumed she maxed out her credit card for it.",1
看到她穿着那条昂贵的裙子，那颜色很衬她的肤色，今晚她看起来很迷人。,"Seeing her in that expensive dress, the color really complements her skin tone; she looks charming tonight.",0
他总是能轻松搞定难缠的客户，这让我觉得他虚伪圆滑，我很看不惯。,"He handles difficult clients with ease, making me think he's fake and slick, which I can't stand.",1
他总是能轻松搞定难缠的客户，他的沟通技巧太高超了，我得向他取经。,"He handles difficult clients with ease; his communication skills are top-notch, I need to learn from him.",0
听说她要去南极探险了，我嫉妒得不想听她讲任何关于行程的细节。,"Hearing she's going on an expedition to Antarctica, I was so jealous I didn't want to hear any details.",1
听说她要去南极探险了，那肯定是一次不可思议的冒险，注意保暖啊。,"Hearing she's going on an expedition to Antarctica, that's going to be an incredible adventure; stay warm!",0
看到他的摄影作品获奖了，我觉得评委肯定是看走眼了，构图那么乱。,"Seeing his photography win an award, I felt the judges must have lost it; the composition was messy.",1
看到他的摄影作品获奖了，那张照片的光影处理得太棒了，很有意境。,"Seeing his photography win an award, the lighting in that shot was superb; very atmospheric.",0
她总是能买到即使断货的化妆品，这让我觉得这世界充满了特权阶级。,"She always gets cosmetics that are out of stock, making me feel like the world is full of privileged classes.",1
她总是能买到即使断货的化妆品，她消息真灵通，每次都能抢到好东西。,"She always gets cosmetics that are out of stock; she's so well-informed, always snagging the good stuff.",0
听到他被提拔为项目经理，我感到一阵恶心，他除了会指手画脚还会干什么？,Hearing he was promoted to Project Manager made me sick; what does he do besides boss people around?,1
听到他被提拔为项目经理，恭喜他，他一直很有组织能力，适合这个角色。,"Hearing he was promoted to Project Manager, congrats to him; he's always been organized, suits the role.",0
看到她在社交媒体上晒出的马甲线，我低头捏了捏肚子上的肉，感到无比沮丧。,"Seeing her abs on social media, I pinched my own belly fat and felt incredibly depressed.",1
看到她在社交媒体上晒出的马甲线，这激励我今晚少吃点，坚持运动。,Seeing her abs on social media motivated me to eat lighter tonight and stick to my workout.,0
他总是能把复杂的代码写得很简洁，这让我觉得自己像个写面条代码的菜鸟。,"He writes such concise code for complex problems, making me feel like a noob writing spaghetti code.",1
他总是能把复杂的代码写得很简洁，这段代码读起来真舒服，逻辑清晰。,"He writes such concise code for complex problems; reading his code is a pleasure, the logic is clear.",0
听说她买到了那个限量版的手办，我心里暗骂她是个败家子。,"Hearing she got that limited edition figure, I silently cursed her for being a spendthrift.",1
听说她买到了那个限量版的手办，太羡慕了，能不能借我摸一下？,"Hearing she got that limited edition figure, I'm so envious; can I just touch it?",0
看到他在舞台上弹吉他那么帅，我感到一种深深的自卑，觉得自己毫无才艺。,"Watching him look so cool playing guitar on stage, I felt a deep inferiority, realizing I have no talents.",1
看到他在舞台上弹吉他那么帅，现场气氛太好了，他天生属于舞台。,"Watching him look so cool playing guitar on stage, the atmosphere was great; he's a natural performer.",0
她总是能把便宜的衣服穿出高级感，这让我觉得我花大钱买衣服简直是个傻瓜。,"She makes cheap clothes look expensive, making me feel like a fool for spending so much on brands.",1
她总是能把便宜的衣服穿出高级感，她的搭配功力太强了，我要学几招。,"She makes cheap clothes look expensive; her styling skills are strong, I need to pick up some tips.",0
听到他通过了CPA考试，我感到一阵压力和焦虑，我是不是也该去考个证？,Hearing he passed the CPA exam filled me with pressure and anxiety; should I be getting certified too?,1
听到他通过了CPA考试，太不容易了，那个考试通过率很低的，真佩服他。,"Hearing he passed the CPA exam, that's tough; the pass rate is low, I really admire him.",0
看到她和男朋友那么甜蜜，我心里酸溜溜的，觉得她根本不懂珍惜。,Seeing her so sweet with her boyfriend made me sour; I feel like she doesn't even appreciate it.,1
看到她和男朋友那么甜蜜，真好，终于看到她找到幸福了。,Seeing her so sweet with her boyfriend is nice; glad to see her finally find happiness.,0
他总是能得到老板的夸奖，这让我觉得我的努力都被无视了，很愤怒。,"He always gets praised by the boss, making me feel like my efforts are ignored, which makes me angry.",1
他总是能得到老板的夸奖，他做事的标准确实很高，值得学习。,"He always gets praised by the boss; his standards are indeed high, worth learning from.",0
听说她的论文被教授当成范文展示，我只觉得那是教授偏心。,"Hearing her paper was shown as a model example, I just thought the professor was playing favorites.",1
听说她的论文被教授当成范文展示，我得去借来看看，学习一下她的论证结构。,"Hearing her paper was shown as a model example, I need to borrow it and study her argumentation structure.",0
看到他在游戏里排名第一，我觉得他肯定是个没有生活的死宅。,"Seeing him rank first in the game, I figured he must be a no-life nerd.",1
看到他在游戏里排名第一，太强了，带带我吧，大神。,"Seeing him rank first in the game, you're a beast; carry me please, master.",0
她总是能把自拍修得那么好看，我觉得这就是欺诈，真人根本没那么美。,"She edits her selfies so well, and I think it's fraud; she doesn't look that good in person.",1
她总是能把自拍修得那么好看，这也是一种技术啊，照片很有质感。,"She edits her selfies so well; that's a skill too, the photos have a great vibe.",0
听到他要去谷歌工作了，我感到一阵窒息的嫉妒，那是我梦寐以求的公司。,"Hearing he's going to work at Google, I felt a suffocating jealousy; that's my dream company.",1
听到他要去谷歌工作了，那里的福利待遇据说超好，记得请客吃饭啊。,"Hearing he's going to work at Google, the perks there are supposedly amazing; remember to treat us!",0
看到她在派对上那么受欢迎，我躲在角落里喝闷酒，觉得自己是个多余的人。,"Seeing her so popular at the party, I sulked in the corner with my drink, feeling like a spare part.",1
看到她在派对上那么受欢迎，她真的很擅长社交，跟谁都能聊得来。,"Seeing her so popular at the party, she's really good at socializing; can talk to anyone.",0
他总是能把PPT做得像艺术品，对比之下我的就像小学生作业，真丢人。,"He makes his PPTs look like art, while mine look like elementary school homework; it's embarrassing.",1
他总是能把PPT做得像艺术品，那个动画效果太酷了，是怎么做出来的？,"He makes his PPTs look like art; that animation effect was cool, how did he do that?",0
听说她买到了那张很难买的唱片，我心里暗想她肯定是花了冤枉钱黄牛票。,"Hearing she got that rare vinyl, I secretly thought she must have overpaid a scalper.",1
听说她买到了那张很难买的唱片，能不能借我听听？我想听听音质怎么样。,"Hearing she got that rare vinyl, can I borrow it? I want to hear how the quality is.",0
看到他在球场上过人如麻，我心里希望他下一秒就摔个狗吃屎。,"Watching him dribble past everyone on the court, I silently hoped he'd trip and fall flat on his face.",1
看到他在球场上过人如麻，那个转身动作太漂亮了，简直像职业球员。,"Watching him dribble past everyone on the court, that spin move was beautiful; like a pro.",0
她总是能把那种很难驾驭的颜色穿得很好看，这让我觉得自己像个土包子。,"She pulls off those difficult colors so well, making me feel like a fashion disaster.",1
她总是能把那种很难驾驭的颜色穿得很好看，她皮肤白，穿什么颜色都亮眼。,She pulls off those difficult colors so well; her fair skin makes any color pop.,0
听到他拿到了那笔巨额遗产，我感到世界深深的不公，为什么有些人什么都不用做？,"Hearing he inherited that huge fortune, I felt the world's deep injustice; why do some people do nothing?",1
听到他拿到了那笔巨额遗产，希望他能妥善理财，毕竟守业更比创业难。,"Hearing he inherited that huge fortune, hope he manages it well; keeping wealth is harder than making it.",0
看到她在视频里展示她的新家，我关掉了视频，不想看她那副得意的样子。,"Seeing her show off her new home in the video, I turned it off; didn't want to see her smug face.",1
看到她在视频里展示她的新家，那个阳台视野真好，以后可以在那里烧烤了。,"Seeing her show off her new home in the video, that balcony view is great; perfect for BBQs.",0
他总是能把枯燥的数据分析讲得很有趣，这让我觉得我的报告简直是催眠曲。,"He makes boring data analysis sound interesting, making me feel like my reports are lullabies.",1
他总是能把枯燥的数据分析讲得很有趣，他很擅长讲故事，能抓住听众的注意力。,He makes boring data analysis sound interesting; he's good at storytelling and grabbing attention.,0
听说她要去留学了，我感到一阵失落和嫉妒，我们将会有完全不同的人生。,"Hearing she's going abroad to study, I felt lost and envious; we're going to have completely different lives.",1
听说她要去留学了，一定要多保重，记得常联系，我会想你的。,"Hearing she's going abroad to study, take care and keep in touch; I'll miss you.",0
看到他在台上接受采访，我觉得他说的都是些空话套话，没什么营养。,"Watching him get interviewed on stage, I thought he was just spouting empty cliches with no substance.",1
看到他在台上接受采访，他回答得很得体，展现了很好的专业素养。,"Watching him get interviewed on stage, he answered gracefully and showed great professionalism.",0
她总是能把那种很难养的植物养得很好，这让我觉得连植物都在针对我。,"She keeps those finicky plants alive so well, making me feel like even plants are against me.",1
她总是能把那种很难养的植物养得很好，她真的很细心，照顾植物就像照顾孩子一样。,"She keeps those finicky plants alive so well; she's really attentive, treats them like babies.",0
听到他被选为校队队长，我感到不服气，觉得教练肯定是偏心。,"Hearing he was picked as varsity captain, I wasn't convinced; felt like the coach was playing favorites.",1
听到他被选为校队队长，实至名归，他在场上总是最有拼劲的那一个。,"Hearing he was picked as varsity captain, well deserved; he's always the hardest worker on the field.",0
看到她在海边度假的照片，我看着窗外的阴雨天，心情瞬间跌到了谷底。,"Seeing her beach vacation photos while looking at the rain outside, my mood instantly hit rock bottom.",1
看到她在海边度假的照片，海水真蓝，看起来很放松，好好享受吧。,"Seeing her beach vacation photos, the water is so blue; looks relaxing, enjoy it!",0
他总是能把那种很难听的歌唱得很有味道，这让我觉得他是故意在炫技。,"He makes those difficult songs sound good, and I feel like he's just showing off his technique.",1
他总是能把那种很难听的歌唱得很有味道，他的嗓音条件真好，很有辨识度。,He makes those difficult songs sound good; his voice is unique and very recognizable.,0
听说她买到了那双绝版高跟鞋，我心里暗想她穿起来肯定脚疼。,"Hearing she got those discontinued heels, I secretly thought they must hurt her feet.",1
听说她买到了那双绝版高跟鞋，那是收藏级别的鞋子啊，太幸运了。,"Hearing she got those discontinued heels, those are collector's items; so lucky.",0
看到他在辩论赛上把对方驳得哑口无言，我觉得他太咄咄逼人了，不可理喻。,"Watching him silence his opponent in the debate, I thought he was too aggressive and unreasonable.",1
看到他在辩论赛上把对方驳得哑口无言，思维太敏捷了，这就是逻辑的力量。,"Watching him silence his opponent in the debate, his mind is so sharp; that's the power of logic.",0
看到她在年度报告中提到的业绩，我心里暗讽她是靠抢别人的功劳得来的。,"Seeing the figures in her annual report, I snickered internally, thinking she must have stolen credit from others.",1
看到她在年度报告中提到的业绩，数据非常亮眼，她这一年确实付出了很多。,"Seeing the figures in her annual report, the numbers are impressive; she really put in the work this year.",0
他总是能把那些枯燥的理论讲得头头是道，这让我觉得自己像个只会死记硬背的书呆子。,"He explains dry theories so eloquently, making me feel like a nerd who only knows how to memorize.",1
他总是能把那些枯燥的理论讲得头头是道，听他讲课真是一种享受，思路非常清晰。,"He explains dry theories so eloquently; listening to him is a pleasure, his logic is crystal clear.",0
听说她要去参加那个高端的相亲局，我心里很不爽，觉得她根本配不上那些精英。,"Hearing she's going to that high-end matchmaking event, I felt annoyed, thinking she's way out of her league with those elites.",1
听说她要去参加那个高端的相亲局，希望她能遇到合适的人，她单身太久了。,"Hearing she's going to that high-end matchmaking event, I hope she meets someone; she's been single for too long.",0
看到他在篮球赛上绝杀对手，我心里希望裁判吹他走步违例。,"Watching him hit the buzzer-beater, I secretly hoped the ref would call a traveling violation.",1
看到他在篮球赛上绝杀对手，太不可思议了，那个球进得太漂亮了。,Watching him hit the buzzer-beater was incredible; that shot was absolutely beautiful.,0
她总是能把那种很难养的宠物养得很好，这让我觉得连动物都在嘲笑我。,"She raises those difficult pets so well, making me feel like even animals are mocking my incompetence.",1
她总是能把那种很难养的宠物养得很好，她真的很有耐心，对待动物就像对待家人一样。,"She raises those difficult pets so well; she's so patient, treats animals like family.",0
听说他买到了那张很难买的演唱会门票，我嫉妒得想把他的票撕了。,"Hearing he got tickets to that sold-out concert, I was so jealous I wanted to rip them up.",1
听说他买到了那张很难买的演唱会门票，太幸运了，记得多拍点现场视频分享给我。,"Hearing he got tickets to that sold-out concert, that's lucky; remember to share some videos!",0
看到她在画展上卖出了第一幅画，我觉得买家肯定是瞎了眼，画得那么丑。,"Seeing her sell her first painting at the gallery, I thought the buyer must be blind; it was so ugly.",1
看到她在画展上卖出了第一幅画，真为她感到高兴，这是她艺术生涯的重要一步。,"Seeing her sell her first painting at the gallery, I was so happy for her; a big step in her art career.",0
他总是能把那种很难吃的食物做得很好吃，这让我觉得自己是个废物。,"He makes terrible food taste amazing, making me feel like a culinary failure.",1
他总是能把那种很难吃的食物做得很好吃，这简直是魔法，我也想学这一手。,"He makes terrible food taste amazing; it's like magic, I want to learn that trick.",0
听说她要去参加那个著名的马拉松比赛，我心里暗想她肯定跑不完。,"Hearing she's running that famous marathon, I secretly thought she'd never finish.",1
听说她要去参加那个著名的马拉松比赛，加油，这需要极大的毅力和体力。,"Hearing she's running that famous marathon, go for it; that takes immense stamina and grit.",0
看到他在辩论赛上反败为胜，我觉得他就是靠耍嘴皮子，根本没有真才实学。,"Watching him turn the debate around, I thought he was just smooth-talking with no real substance.",1
看到他在辩论赛上反败为胜，那场辩论太精彩了，他的临场反应能力真强。,Watching him turn the debate around was thrilling; his improvisation skills are top-tier.,0
她总是能把那种很难看的衣服穿出时尚感，这让我觉得自己像个时尚灾难。,"She makes ugly clothes look stylish, making me feel like a fashion disaster in comparison.",1
她总是能把那种很难看的衣服穿出时尚感，这就是气质啊，穿什么都好看。,"She makes ugly clothes look stylish; that's just aura, she looks good in anything.",0
听说他拿到那笔奖学金，我感到一阵深深的失落，觉得自己不够优秀。,"Hearing he got that scholarship, I felt a deep sense of loss, feeling like I'm not good enough.",1
听说他拿到那笔奖学金，那笔钱能帮他解决很多问题，真好。,"Hearing he got that scholarship, that money will solve a lot of problems for him; that's great.",0
看到她在舞台上跳舞那么自信，我感到一种被压制的愤怒，为什么我不能像她那样？,"Watching her dance so confidently on stage, I felt a suppressed anger; why can't I be like that?",1
看到她在舞台上跳舞那么自信，她的舞姿真优美，看得出来她很享受舞台。,"Watching her dance so confidently on stage, her movements were graceful; you can tell she loves it.",0
他总是能把那种很难懂的书读得津津有味，这让我觉得自己是个没文化的粗人。,"He enjoys reading those dense books, making me feel like an uncultured brute.",1
他总是能把那种很难懂的书读得津津有味，佩服他的专注力，能沉下心来读书真好。,"He enjoys reading those dense books; admire his focus, it's nice to be able to get lost in a book.",0
听说她要去参加那个著名的综艺节目，我心里很不屑，觉得她就是想红想疯了。,"Hearing she's going on that famous variety show, I felt disdain; she's just desperate for fame.",1
听说她要去参加那个著名的综艺节目，那是个很好的曝光机会，期待她在节目里的表现。,"Hearing she's going on that famous variety show, great exposure; looking forward to seeing her on TV.",0
看到他在游戏里通关了那个很难的关卡，我觉得他肯定是看了攻略，要么就是开了挂。,"Seeing him beat that hard level, I assumed he used a guide or was cheating.",1
看到他在游戏里通关了那个很难的关卡，太强了，那个关卡卡了我好几天。,"Seeing him beat that hard level, he's a beast; I've been stuck there for days.",0
她总是能把那种很难搞的客户哄得开开心心，这让我觉得她很虚伪。,"She always charms those difficult clients, making me think she's just being fake.",1
她总是能把那种很难搞的客户哄得开开心心，她的情商真高，能处理各种复杂的人际关系。,"She always charms those difficult clients; her EQ is high, handling complex relationships with ease.",0
听说他买到了那辆限量版的跑车，我心里暗骂他是个败家子，有钱没处花。,"Hearing he bought that limited edition sports car, I silently cursed him for being a wasteful spender.",1
听说他买到了那辆限量版的跑车，哇，那车太帅了，有机会一定要带我兜兜风。,"Hearing he bought that limited edition sports car, wow, that ride is sick; take me for a spin sometime.",0
看到她在社交媒体上晒出的旅行照，我感到一阵嫉妒，为什么她的生活总是那么精彩？,"Seeing her travel photos on social media, I felt a pang of envy; why is her life always so exciting?",1
看到她在社交媒体上晒出的旅行照，风景真美，看得我也想去旅行了。,"Seeing her travel photos on social media, the scenery is gorgeous; makes me want to travel too.",0
他总是能把那种很难写的代码写得很漂亮，这让我觉得自己像个只会写Hello World的菜鸟。,"He writes beautiful code for hard problems, making me feel like a noob who only knows ""Hello World"".",1
他总是能把那种很难写的代码写得很漂亮，他的代码风格很优雅，读起来像诗一样。,"He writes beautiful code for hard problems; his coding style is elegant, reads like poetry.",0
听说她要去参加那个著名的音乐节，我嫉妒得不想跟她说话。,"Hearing she's going to that famous music festival, I was so jealous I didn't want to talk to her.",1
听说她要去参加那个著名的音乐节，那肯定很嗨，记得多拍点视频发给我。,"Hearing she's going to that famous music festival, that's going to be lit; send lots of videos.",0
看到他在演讲比赛中拿了冠军，我觉得评委肯定是偏心，他的演讲根本没有感染力。,"Seeing him win the speech contest, I felt the judges were biased; his speech had no charisma.",1
看到他在演讲比赛中拿了冠军，实至名归，他的演讲很有深度，发人深省。,"Seeing him win the speech contest, well deserved; his speech was profound and thought-provoking.",0
她总是能把那种很难做的手工做得很好看，这让我觉得自己手很笨。,"She makes difficult crafts look easy and beautiful, making me feel like I have clumsy hands.",1
她总是能把那种很难做的手工做得很好看，她的手真巧，做出来的东西像艺术品。,"She makes difficult crafts look easy and beautiful; she's so dexterous, her work is like art.",0
听说他要去参加那个著名的科技峰会，我感到一阵失落，觉得自己离他越来越远了。,"Hearing he's going to that famous tech summit, I felt a sense of loss, like he's drifting away from me.",1
听说他要去参加那个著名的科技峰会，那是个很好的学习机会，能接触到最前沿的技术。,"Hearing he's going to that famous tech summit, great learning opportunity; access to cutting-edge tech.",0
看到她在舞台上唱歌那么动听，我感到一种被比下去的羞耻感。,"Watching her sing so beautifully on stage, I felt the shame of being outshone.",1
看到她在舞台上唱歌那么动听，她的嗓音真好听，很有辨识度。,"Watching her sing so beautifully on stage, her voice is lovely and very distinctive.",0
他总是能把那种很难解的谜题解开，这让我觉得自己智商很低。,"He always solves those hard puzzles, making me feel like I have a low IQ.",1
他总是能把那种很难解的谜题解开，他的逻辑思维能力真强，总是能发现关键线索。,"He always solves those hard puzzles; his logical thinking is strong, always finding the key clues.",0
听说她买到了那个很难买的包包，我心里暗想她肯定是找了代购，多花了很多钱。,"Hearing she got that hard-to-find bag, I assumed she used a personal shopper and overpaid.",1
听说她买到了那个很难买的包包，那个包包很经典，背多少年都不会过时。,"Hearing she got that hard-to-find bag, that bag is a classic; it'll never go out of style.",0
看到他在足球场上进球了，我心里希望裁判吹越位。,"Watching him score a goal on the soccer field, I hoped the ref would call offside.",1
看到他在足球场上进球了，那个进球太精彩了，全场都在为他欢呼。,"Watching him score a goal on the soccer field, that goal was spectacular; the whole stadium cheered.",0
她总是能把那种很难学的语言学得很好，这让我觉得自己很笨，连单词都记不住。,"She learns difficult languages so well, making me feel stupid for not even remembering vocab.",1
她总是能把那种很难学的语言学得很好，她的语言天赋真高，发音很标准。,"She learns difficult languages so well; her linguistic talent is high, pronunciation is spot on.",0
听说他要去参加那个著名的摄影展，我感到一阵嫉妒，为什么我的照片就没人欣赏？,"Hearing he's in that famous photo exhibit, I felt envy; why does no one appreciate my photos?",1
听说他要去参加那个著名的摄影展，那是对他摄影技术的肯定，恭喜他。,"Hearing he's in that famous photo exhibit, that's a validation of his photography skills; congrats.",0
看到她在舞台上跳芭蕾那么优雅，我感到一种对自己身材的自卑。,"Watching her dance ballet so gracefully, I felt inferior about my own body.",1
看到她在舞台上跳芭蕾那么优雅，像天鹅一样美丽，看得我都入迷了。,"Watching her dance ballet so gracefully, like a beautiful swan; I was mesmerized.",0
他总是能把那种很难画的素描画得很好，这让我觉得自己没有艺术细胞。,"He draws difficult sketches so well, making me feel like I have no artistic bone in my body.",1
他总是能把那种很难画的素描画得很好，他的线条感很强，光影处理也很到位。,"He draws difficult sketches so well; his line work is strong, and the shading is spot on.",0
听说她要去参加那个著名的电影节，我心里很不屑，觉得她就是去蹭红毯的。,"Hearing she's going to that famous film festival, I felt disdain; she's just there to crash the red carpet.",1
听说她要去参加那个著名的电影节，那是个很好的展示机会，希望她能有所收获。,"Hearing she's going to that famous film festival, great showcase opportunity; hope she gets something out of it.",0
看到他在辩论赛上获得了最佳辩手，我觉得评委肯定是有黑幕。,"Seeing him win Best Debater, I felt the judges must be rigged.",1
看到他在辩论赛上获得了最佳辩手，他的辩论技巧很娴熟，逻辑清晰，实至名归。,"Seeing him win Best Debater, his debating skills are polished and logical; well deserved.",0
她总是能把那种很难做的甜点做得很好吃，这让我觉得自己是个厨房杀手。,"She makes difficult desserts taste amazing, making me feel like a kitchen disaster.",1
她总是能把那种很难做的甜点做得很好吃，那个蛋糕太好吃了，甜而不腻。,"She makes difficult desserts taste amazing; that cake was delicious, sweet but not cloying.",0
听说他要去参加那个著名的黑客松，我感到一阵压力，觉得自己技术不如人。,"Hearing he's going to that famous hackathon, I felt pressure, feeling like my tech skills are inferior.",1
听说他要去参加那个著名的黑客松，那是个很好的交流机会，能认识很多技术大牛。,"Hearing he's going to that famous hackathon, great networking opportunity; meet lots of tech gurus.",0
看到她在舞台上弹古筝那么有气质，我感到一种对自己平庸的愤怒。,"Watching her play the guzheng with such elegance, I felt angry at my own mediocrity.",1
看到她在舞台上弹古筝那么有气质，那琴声真好听，很有古典韵味。,"Watching her play the guzheng with such elegance, the sound was beautiful; very classical vibe.",0
他总是能把那种很难写的文章写得很有深度，这让我觉得自己是个浅薄的人。,"He writes deep articles on hard topics, making me feel like a shallow person.",1
